video_id,author,text,likeCount,publishedAt,sentiment
QIRkGym8q20,@xyz4094-s6n,"P,R❤❤❤❤❤❤❤❤❤❤❤",0,29/10/25 16:47,Unknown
QIRkGym8q20,@AshishSharma-gn4wn,Aag lagi hai Chingari to hogi,0,28/10/25 18:06,Negative
QIRkGym8q20,@AshishSharma-gn4wn,Har bar worship act ki baat lekar ke piche kyon chhup jaate Ho,0,28/10/25 18:05,Negative
QIRkGym8q20,@AshishSharma-gn4wn,Har bar worship act ki baat lekar ke piche kyon chhup jaate Ho,0,28/10/25 18:04,Negative
QIRkGym8q20,@AshishSharma-gn4wn,Hamare andar bhi Jo galatfahmi jo aapko lagti Hai vah dur rah jaaye,0,28/10/25 18:03,Neutral
QIRkGym8q20,@AshishSharma-gn4wn,Tajmahal ke niche ke darvaje to kholo ek bar,0,28/10/25 18:01,Neutral
QIRkGym8q20,@AshishSharma-gn4wn,Lekin aap logon nahin mujhe ek bar bhi,0,28/10/25 17:59,Neutral
QIRkGym8q20,@AshishSharma-gn4wn,Mujhe log ek bar mudde per FIR bataunga Puri baat,0,28/10/25 17:57,Negative
QIRkGym8q20,@anupamchowdhury8978,Anchor oversmart ban raha hai,0,27/10/25 17:49,Negative
QIRkGym8q20,@DeepSmart,"Ek angrej ne taj main niche ke kamro ki  door ki carbon dating ki thi..vo shahjaha ke time se bhi 300 yr b4 ke nikle the....report aane ke baad sare darvaje hata ke ..sab room ko stone se band krva diya gya....fake history..Lal Qila ,Wuptub Minar ,tajmahal,Fatehpur Sikri..ho ya Muslims all foecefully converted here..only name change..",0,25/10/25 15:40,Negative
QIRkGym8q20,@OmprakashKhang-j3g,Babu bhaiya tum to dev manus nikala❤❤❤,1,25/10/25 08:34,Unknown
QIRkGym8q20,@VishnuShelke-b3x,Pareshara or ji ko mera ram raha,1,23/10/25 17:38,Neutral
QIRkGym8q20,@The_kailasa,Referring @ Dr shudhanshu trivedi😂😂😂😂😂😂😂😂😂😂,0,23/10/25 15:20,Negative
QIRkGym8q20,@gajju36,इस बहस मै कोई भी इतिहासकार नहीं है,2,23/10/25 01:59,Neutral
QIRkGym8q20,@DandaDiya,Radical extremists actors shameless,0,22/10/25 22:32,Negative
QIRkGym8q20,@shalabhsaxena4527,"शाहजहां ने अपनी आत्मकथा बादशाहनामा में खुद लिखवाया है कि राजा जयसिंह से उनका पैतृक महल 'मानसिंह भवन' बेगम (मुमताज) को दफनाने के लिए चुना गया। इस महान भवन के बदले में उन्हें सरकारी जमीन का एक टुकड़ा दिया गया।
ईस्ट इंडिया कंपनी का कर्मचारी पीटर मुंडी मुमताज की मौत के एक-डेढ़ साल बाद तक आगरा में रहा था। उसने भी अपनी पुस्तक ट्रेवल इन एशिया में ताज महल का जिक्र किया है, वह भी मुमताज की मौत से पहले।",1,22/10/25 09:28,Neutral
QIRkGym8q20,@pranobh7,News anchor ka naam Mahesh bhatt hai kya😂,1,22/10/25 08:11,Negative
QIRkGym8q20,@mathspyq786,Gyani sudhanshu hehehe😂😂,0,21/10/25 20:35,Negative
QIRkGym8q20,@mathspyq786,Kisi mandir mai imarat ke charo traff pilliars dekhe h,1,21/10/25 20:34,Neutral
QIRkGym8q20,@sudbn,fuckup,0,21/10/25 06:52,Negative
QIRkGym8q20,@ataurrehmanrehman8298,Islam  me dargah   majhar  karbastan yeh sab banana zaiz nahin hai.,0,21/10/25 05:45,Negative
QIRkGym8q20,@dr.santoshkumardehury9598,Congratulations 👍🎉👏 Jai jagannath,1,20/10/25 22:46,Positive
QIRkGym8q20,@DharmrajRajput-q6r,Bhagwan ka Arth Hi Hai Sanatan,0,20/10/25 05:10,Neutral
QIRkGym8q20,@DharmrajRajput-q6r,Tajmahal pahle Hindu Mahal tha mugalon Ne sari Mandir aur sare Dharm Sthal ko tudwa karke vahan per apna makbra aur Mahal banvaya tha,0,20/10/25 05:09,Negative
QIRkGym8q20,@amitpathak8196,"Bjp वाले जो भी करते है या बोलते है वो  सही होता है, ईमानदार सरकार है उनका एक नेता ऐसा नहीं जिसमे दाग़ हो,1947 मे मोदी जी होते तो बटवारा नहीं होता इसलिए तो विश्वगुरु कहलाते है 🙏",5,20/10/25 04:14,Negative
QIRkGym8q20,@arbajmundhe4347,Mut pineka nateeja😂,0,20/10/25 02:22,Negative
QIRkGym8q20,@Northromeliquor,"Ye samjho aur samjhaao
Thodi mein mauj manaao
GOBAR roti khaao 🕉️ Prabhu ke gun gaao
GOBAR roti khaao 🕉️ Prabhu ke gun gaao

Aji laalach mein naa aao
Naa dil kaa chain ganwaao
GOBAR roti khaao 🕉️ Prabhu ke gun gaao
GOBAR roti khaao 🕉️ Prabhu ke gun gaao

Ye samjho aur samjhaao
Thodi mein mauj manaao
GOBAR roti khaao 🕉️ Prabhu ke gun gaao
GOBAR roti khaao 🕉️ Prabhu ke gun gaaa",1,19/10/25 13:08,Negative
QIRkGym8q20,@MohammedrehanShaikh-xm6wb,Actually jab insan ke paas Kuch kaam nhi hota hai to woh gade murde ukhaad ne me lg jate hai yehi haal paresh bawal ka ho gya hai,0,19/10/25 01:31,Negative
QIRkGym8q20,@SanataniChhora85,हर हर महादेव ❤❤❤,1,17/10/25 22:39,Unknown
QIRkGym8q20,@shyamshakya2591,Pn oke saab ka pustak 101%True hai,2,17/10/25 17:13,Unknown
QIRkGym8q20,@shyamshakya2591,Sahajahan ne madhya kaal me shiv mandir ko nast kar k makbra banaya hai jise Taz mahal ka naam diya,0,17/10/25 17:00,Negative
QIRkGym8q20,@shyamshakya2591,Tezo mahalaya hai ye,0,17/10/25 16:59,Neutral
QIRkGym8q20,@shyamshakya2591,Ys,0,17/10/25 16:58,Neutral
s031KwQA27A,@0depthTV,DNA test to ab shiv bhakt karenge,0,09/11/25 18:45,Negative
s031KwQA27A,@rupalbhatt3227,Sahi baat hai bhai Taj Mahal Ek bar todva kar dekhna chahie 😠,0,22/10/25 05:01,Negative
s031KwQA27A,@Seemakhan-h7e7v,#boycotttajstory 😂,1,21/10/25 04:09,Positive
s031KwQA27A,@Seemakhan-h7e7v,#boycottthetajstory 😂,1,21/10/25 04:08,Positive
s031KwQA27A,@Seemakhan-h7e7v,I love taj mahal ❤,0,21/10/25 04:08,Positive
s031KwQA27A,@asfaquekhalid,Taj Mahal was inspired from humayun's maqbara in Delhi same design 😊😊😊,0,20/10/25 22:55,Positive
s031KwQA27A,@FalanaDhimkana,Propaganda movie,0,20/10/25 09:21,Negative
s031KwQA27A,@Diwan.hindusthaniHindust-ex9lh,Jay shree Ram,1,20/10/25 02:44,Neutral
s031KwQA27A,@abhijangir7285,To tum logo koi taklif hai kya,1,19/10/25 17:55,Neutral
s031KwQA27A,@onlyshort62069,Amir khan bhagwan par case kiya tha ye to sirf tajmahal par hai 😃,10,19/10/25 16:25,Negative
s031KwQA27A,@WickTzy,"Actually India is known by taj Mahal in Europe America and middle East. 
These Andhbhakts can't handle the pain that a Monument made by a Muslim is representing india, so instead of making something great like that they started claiming the taj 🤡",7,19/10/25 13:35,Negative
s031KwQA27A,@rajbiswas7978,Real story... Mandir sab Masjid bana hai😅,1,19/10/25 10:50,Unknown
s031KwQA27A,@FitzoGaming5,Babu bhaiya sathiya gaye hai,2,19/10/25 09:58,Neutral
s031KwQA27A,@SaritamarkantpandeySaritamarka,To fir hum log jo start se padhen h vo galat h,0,19/10/25 04:16,Negative
s031KwQA27A,@sahilsha-d4v,Propaganda ❌ comedy ✅🌿☘️😵‍💫🤣 Babu bhaiya abhi tak comedy kar rahe hain phir Hera pheri 3 banane Ko kaha tha inhone dusri comedy movie banaa Di😅,14,19/10/25 02:02,Unknown
s031KwQA27A,@sunnyislam3296,Boycott,1,18/10/25 22:55,Negative
s031KwQA27A,@KingsEditz5,❤❤❤,0,18/10/25 15:03,Positive
s031KwQA27A,@ArjamanAlix10.4,App Kaha se hoo,0,18/10/25 14:53,Neutral
s031KwQA27A,@ShubhamKumarRoy-z2v,I love taj mahal 😊❤,6,18/10/25 14:25,Positive
s031KwQA27A,@Jishansheikh1234,🕌🕋,5,18/10/25 14:18,Neutral
moWN5vMUah4,@GYGAMI,Abdul to gussa ho gaya 😊,107,17/10/25 08:04,Neutral
moWN5vMUah4,@SarthakGadkar07,Es movie me last me sabut hai vo dhekho fir bolo 😏,0,16/11/25 10:52,Negative
moWN5vMUah4,@SandeepRana-s2u,Apne asli baap hone ke pramaan milne lgte hai to bache  bitaakkk se jaate hai.... Tum ye kyun bhool jaate ho  ki tum humare he Pen se nikli ink ho 😅😅😅😅😅😅,0,03/11/25 07:31,Negative
moWN5vMUah4,@RakKumar-f2s,Tod marod kr toh tuje thik kiya jayega ......kuki kaniyalal father h...😮,0,02/11/25 09:22,Negative
moWN5vMUah4,@babasahebmisal1165,Kitana etihas dabaoge,0,01/11/25 18:53,Negative
moWN5vMUah4,@babasahebmisal1165,Kitani dogale pana hai😅😅😅😅,0,01/11/25 18:50,Negative
moWN5vMUah4,@swaroopbag1638,Abdul ko mirchi lagg gayee,0,31/10/25 02:59,Negative
moWN5vMUah4,@afreenjamal4045,"Actually tum log jo itne haters bhare parhe hai yahaan par, tum log sab jealous ho, Taj Mahal se. 
Aur bitter bhi ho, na job hai, na life partner mil raha, na zindagi theek chal rahi, na koi future na koi present, aur na hi paise hai. Isliye nafrat bhari hui hai, dinbhar phone par time waste karte ho aur youtube me aakar yeh sab comments karte ho. Tumlogon ka gussa apni khud ki zindagi se hai. 
Tum logon ke comments ke tone se hi pata chal jaata hai ki life ke kitne bade failure ho tumlog, just tone se. Bitterness, anger aur dukh bhara hua hai. Unhi logon ko hum ""andhbhakt"" bolte hai.",1,30/10/25 23:29,Negative
moWN5vMUah4,@bhaidasrathod9635,तेरी माँ का bhosda,0,30/10/25 16:10,Negative
moWN5vMUah4,@NishantPatel-vy8sl,बाकी फिल्में सच हो जाती है,0,30/10/25 15:09,Unknown
moWN5vMUah4,@lokogamimg,Ager mahadev nahi hoga too bitha denge,0,30/10/25 09:36,Negative
moWN5vMUah4,@lokogamimg,Taj mahal ke undar too mahadev hii hain,0,30/10/25 09:36,Neutral
moWN5vMUah4,@j.ssingh7167,Agar Tajmahal mugalon ke Nishani Hai Tum Logon ki gand Kyon fat rahi hai uski carbon dating hone do uske andar kya hai Samne Aane Do Sach Ka Sach Samne a jaega aur Jhooth ka Munh Kala hoga,0,29/10/25 16:18,Negative
moWN5vMUah4,@GuruPandit-l4r,Bhai yah film nahin story Hai story real hoti hai,0,29/10/25 08:16,Negative
moWN5vMUah4,@DipakKoli-h6w,Bhai Tera bap he kya badshah,0,28/10/25 08:29,Neutral
moWN5vMUah4,@RAM3_5_3,Hath banchod,0,28/10/25 04:45,Negative
moWN5vMUah4,@mohanambhure3762,इतिहास पर फिल्म तो बनाय जा सकती है,0,28/10/25 03:25,Unknown
moWN5vMUah4,@AravindSing-u3m,जो आप कह रहे हो 200% गलत है आप का घर बेटा छीन लेगा तो वह घर बेटा का नहीं हो जाएगा यह समझने की कोशिश करिए सच्चाई को समझो सच्चाई को समझने के लिए कोशिश करो कि सच्चाई क्या है,0,27/10/25 04:10,Negative
moWN5vMUah4,@Amanbhai2509,DNA test karwaya jaye,0,26/10/25 16:57,Negative
moWN5vMUah4,@shivashaktiist,Abey mulla maadarchod chup,0,26/10/25 16:22,Negative
moWN5vMUah4,@BidyaBhatra-m8x4r,Chal 😢,0,26/10/25 09:20,Negative
moWN5vMUah4,@hellofriends-s9i,Bakchodi mat kar tu apana bhi DNA check karwa le to pata chal jayega ki samjhadar ko isara kafi hoti hai,0,26/10/25 03:13,Negative
moWN5vMUah4,@roushankumar-rc8jx,"Tu baklol hai , history hi movie hoti hai aur movie hi history hoti hai",0,25/10/25 22:11,Negative
moWN5vMUah4,@SonuPaswan-s7w,Tera gand q jal raha hai be ye sach baat hai beta samjha mulla ka aulad,0,25/10/25 20:33,Negative
moWN5vMUah4,@vivekkumarverma8555,Baat to sahi hai but o mandir hi hai 😅,0,25/10/25 18:58,Unknown
moWN5vMUah4,@PriyaDas.10,"Mirchi lagi 😂😂😂😂
Age age dekho hota hain kya.. 😂😂",0,25/10/25 15:00,Negative
moWN5vMUah4,@good_to_see_you_again,Modi ka sar ukarna tha,0,25/10/25 03:33,Negative
moWN5vMUah4,@shahzadshaikh8048,Yah land bhakt log movie dekh kar pagal Ho jaenge😂😂😂😂,0,24/10/25 19:25,Negative
moWN5vMUah4,@GulshanMeghwal-j6p,Har Hindu Ka Baap Hindu Nahi Hota,0,24/10/25 07:03,Negative
moWN5vMUah4,@hie_wqr,My toilet is also built on mandir 😂❤,2,24/10/25 05:24,Positive
moWN5vMUah4,@lokeshentertainment569,"Yes satya ghatao par aadharit chalchitra hai
Jo mugalo me Kiya or congress ne kiya uski pol khul rahi hai, 
Sala congressi or mugaal ki pol khul rahi hai",0,23/10/25 17:42,Negative
moWN5vMUah4,@Bad.Boy.YT7,👍,0,23/10/25 14:49,Positive
moWN5vMUah4,@bhoboghuremanik7234,Asa lagraha he ...apke batose ...apka gharka ..chad uthaliyaho...,0,22/10/25 09:56,Negative
moWN5vMUah4,@parveensaini7311,"Mullo ki lulli nahi hoti, jinko L...d hota h vo mulle ni hote",0,21/10/25 20:18,Negative
moWN5vMUah4,@pankajbiswas9381,Abbe tu muslim hei kya 😂😂😂,0,21/10/25 17:16,Negative
moWN5vMUah4,@shortsworldfacts,अब ऐसी वीडियो में भी बनाऊंगा और मैं भी कुछ कहना चाहता हूं,0,21/10/25 14:33,Neutral
moWN5vMUah4,@Vikash-333,Ise dislike karo,0,21/10/25 12:27,Negative
moWN5vMUah4,@AnuragKulshrestha,ब***** ना मारो फिल्मों में अब इतिहास दिखाया जा रहा है जो छुपा के रखा था,0,21/10/25 01:23,Negative
moWN5vMUah4,@energeticera6590,"Abdul abdul nhi tha 
Hindu tha😅",0,21/10/25 00:57,Negative
moWN5vMUah4,@M.NJhaVlogs,Abdul Apni pahchan de Diya,0,20/10/25 19:12,Negative
moWN5vMUah4,@ZehenKhan-j3j,Ab me pareshan rawal ki khopdi uthakar tum logo ko gadha dikhata hu😂,0,20/10/25 18:49,Negative
moWN5vMUah4,@Functionman1-b1r,Watch k k Muhammad commentary on qutub minar... How 27 temples are destroyed to make it... You are also a live example where your ancestors were mahesh lal😂,0,20/10/25 15:16,Negative
moWN5vMUah4,@RambabuSingh-k1b,Andhe bhakt yani Deshdrohi😅😅😅😅,0,20/10/25 13:52,Negative
moWN5vMUah4,@SudiptaChanda-j1d,teri gar kiyu jal rahi hai 😂,0,20/10/25 09:14,Negative
moWN5vMUah4,@brijeshsolanki5453,Aapko bhi asli story pata hai? Nahi na Chup raha karo,0,20/10/25 07:57,Negative
moWN5vMUah4,@shubhamgujar1812,Modi Ji Aur Yogi Ji ........Hai to ........ Possible hai......Jay Shree Ram🙏🙏🚩🚩,0,20/10/25 03:45,Positive
moWN5vMUah4,@captain1580,Aunty national 🤣🤣andbhakt bhi wah abe madario ab bruj khalifa mai bhi mandir hai,0,19/10/25 23:35,Negative
moWN5vMUah4,@AryanRaza-w1b,Muslim logo ko ab koi v galat chiz Muslim history ke khilaaf bardast nahi karna chahiye,1,19/10/25 18:56,Negative
moWN5vMUah4,@TipuAnsari-rg8or,Sahi baat,0,19/10/25 17:08,Neutral
moWN5vMUah4,@SherSingh-e4y8i,Bilkul sahi movie nikali hai,0,19/10/25 16:46,Unknown
moWN5vMUah4,@rupamhaldankar5873,It will be the nice movie,0,19/10/25 16:44,Negative
moWN5vMUah4,@lifeasastranger1340,Fake turkish genes ko hurt hua. 😢,0,19/10/25 11:01,Negative
moWN5vMUah4,@Niteshkumar-l9n7e,😂😂😂😂,0,19/10/25 10:27,Positive
moWN5vMUah4,@nikhiljadhav804,Chup kr be kutte,0,19/10/25 10:07,Negative
moWN5vMUah4,@amitsinghtomar5365,कभी कभी फिल्म पुरानी इतिहास को भी खोल देते हैं और जहां तक भारत की बात है भारत में मंदिर ही होगा क्योंकि जो औरंगजेब या तुगलक जितने भी मुसलमान भारतआए वह अपने देश में हगने के लिए शौचालय नहीं बना सके और 😅साले यहां आकर ताजमहल बनने हैं,0,19/10/25 08:50,Negative
moWN5vMUah4,@iamthesugarintaehyungstraw1450,Sach boldiya toh bacho se hazam nhi horha,0,19/10/25 07:09,Negative
moWN5vMUah4,@sunielnaik5,"Filme itihash ko hi dekh kar banaya jata he ..
Sach samne aa raha he ... To dhuaa nikal raha he .... 
Pata nahi aur kitne lakho sach abhi samne aane baki he ...",0,19/10/25 07:01,Negative
moWN5vMUah4,@MunnaRoy-gg5pi,Habibulla naraj ho gya 😂,0,19/10/25 06:20,Negative
moWN5vMUah4,@PRITYKUMARI-lp1vr,Sab apko hu pata h,0,19/10/25 05:41,Neutral
moWN5vMUah4,@BHKT9,😅,0,19/10/25 04:38,Neutral
moWN5vMUah4,@Shivankmishra75057,Tere to abhi se mirchi lag gai abhi to sir trailer aaya hai movie to abhi banking hai mere dost 😂,0,19/10/25 04:37,Positive
moWN5vMUah4,@amarsah-vi8km,Bhai Tum bologe tumhara kam hai bolna aur sab Hakikat sab jaanta hai tum bhi Hakikat jante ho kya hai Hindustan mein,0,19/10/25 04:15,Neutral
moWN5vMUah4,@thewatcher69x,"Another propaganda movie 
Ab kabristan pasand aa gaya kya andhbhakto ko?",2,19/10/25 04:08,Negative
moWN5vMUah4,@Suryagupta-p9b,MaDhochp sala to tka pta vaha mandir hi he jay shi ram,0,19/10/25 03:57,Neutral
moWN5vMUah4,@VijayPatil-oq8yy,Abdul pakistan जाना पडेगा😂😂😂,0,19/10/25 03:55,Negative
moWN5vMUah4,@jeevi-v1k,comment mai moot pine vale bhare pade hai in logo ko itna nhi smjh araha k election pass aa rahe esliye yeh khel khel rahe hai,0,19/10/25 03:22,Negative
moWN5vMUah4,@bhushankadam371,Abdul ye sacchi hai bc😅,0,19/10/25 02:03,Unknown
moWN5vMUah4,@rajthakur1900,Ahar patrsh ji galat hai to tu basterd kaun sa sahi hai be jaichand,0,19/10/25 01:19,Negative
moWN5vMUah4,@rohitmandal2553,Chup re😂,0,18/10/25 20:35,Negative
moWN5vMUah4,@shreyasinstitute4667,Ha ishara samajh gaya ki aap 🐷 ki prajati k ho😂,0,18/10/25 19:08,Negative
moWN5vMUah4,@Shivamgh01,Abe yrr Bilal toh bilakh gya 😂😂😂,1,18/10/25 19:02,Negative
moWN5vMUah4,@NagarajuH-d5y,Abe badwe teri jali kyun sach to hai shiv mandir hi tha,0,18/10/25 18:04,Negative
moWN5vMUah4,@RAVISHARMA-iv5fs,"Bhai kon si mugal ki bnai huvi Aik bhi imart ka nam me mahal lga he 
Sirf mahal hindu logo k bnaye huve Mahlo me lga hota he",0,18/10/25 16:48,Negative
moWN5vMUah4,@arijitpatwa-yt8sx,Ye mulla toh Sala chor gussa ho gaya ja Pakistan ja beta hamare Hindustan me toh Taj tod ke rahenge,0,18/10/25 15:47,Negative
moWN5vMUah4,@ABHIGAMING-h1r,Ishara coffee 😂😂,0,18/10/25 15:16,Positive
moWN5vMUah4,@Dhrup_Nikhade21,सच सामने आ रहा है तो फट रही है क्या 🤣,1,18/10/25 15:02,Unknown
moWN5vMUah4,@animealpha4795,"Taj Mahal ❌
Tejo mahal ✅
Donald trump❌
Durgesh tomar ✅
Vladimir Putin ❌
Vitthalji patra✅
Xi Jingping❌
Shiv Jaiprabhat✅",0,18/10/25 14:06,Neutral
moWN5vMUah4,@biswajitkundu1767,True story,0,18/10/25 10:17,Neutral
moWN5vMUah4,@SambhuKumar-lb6jp,Tere ko bura kis bat ka laga pehle ye clear karo,0,18/10/25 09:53,Negative
moWN5vMUah4,@aartipatel0202,Abhi to first movie h sirf taj k liye All the best paresh rawal sir super hit jayegi ❤,1,18/10/25 08:48,Unknown
moWN5vMUah4,@ajaychougule8120,Chal hat be,0,18/10/25 08:32,Neutral
moWN5vMUah4,@rahuldaryani5455,Tejomahal🚩,0,18/10/25 08:23,Neutral
moWN5vMUah4,@nishanchi-h8z,माधर्चोद कॉम बोला कर,0,18/10/25 08:12,Neutral
moWN5vMUah4,@ladla_balaji_ka_11,मुल्ला ❌ कटा हुआ लुल्ला ✅,0,18/10/25 07:30,Unknown
moWN5vMUah4,@Reactionkarnalwala,तो भाई डीएनए टेस्ट करवा ले ताजमहल का और हो सके तो अपने पूर्वजों का भी,0,18/10/25 07:22,Negative
moWN5vMUah4,@LifescapeWorld,"Bilal Bakri ko gussa aa gya, 
Abdul ka WhatsApp bio: ‘Na stress, na drama — bas Jai Shri Ram aur biryani karma!’ 🍛🔥😂",1,18/10/25 07:11,Negative
moWN5vMUah4,@ramanoad915,Ab dunya samjh Gai hai ke History pr yaqeen nhiii tha jis ke pas power hai Wohi history ka Malik hota hai fir chaiye wo Galat ho ya Sahi,0,18/10/25 06:40,Neutral
moWN5vMUah4,@RajKumar-z8w5q,Chal bhag bosdi ke,0,18/10/25 06:07,Negative
moWN5vMUah4,@sujithalder-o2s,Once abdul always abdul 😂😂😂😂😂,0,18/10/25 05:42,Negative
moWN5vMUah4,@barbaadofficial7426,Jaake puncture bana bsdk,0,18/10/25 05:19,Negative
moWN5vMUah4,@हिंदीहिंदूहिंदुस्तान-ठ6ठ,Pahle hi bata diya Tod marod ke pahle film aane toh do...,0,18/10/25 05:07,Negative
moWN5vMUah4,@biharivlog8445,Tu bahanchod bhi hai or madarchodo bhi hai,0,18/10/25 05:00,Negative
moWN5vMUah4,@SurajVishwakarma-o4c,बेचारा मौलाना नाराज हो गया बाबरी को खोद कर श्री राम जी को निकाल दिए कासी मथुरा और आयोध्या एक साथ ललकारा है कहो गर्ब से हम हिन्दू हिंदुस्तान हमारा है तेरा ताज खतरे मे है 😅😅😅,0,18/10/25 04:48,Negative
moWN5vMUah4,@SurajVishwakarma-o4c,बेचारा मौलाना नाराज हो गया बाबरी को खोद कर श्री राम जी को निकाल दिए कासी मथुरा और आयोध्या एक साथ ललकारा है कहो गर्ब से हम हिन्दू हिंदुस्तान हमारा है तेरा ताज खतरे मे है 😅😅😅,0,18/10/25 04:48,Negative
moWN5vMUah4,@rohitjawla3719,"Dost movie ko aa to Jane de 
Ek jhalak m hi trod mrod ka ithas Btane lga gya",0,18/10/25 04:21,Negative
moWN5vMUah4,@harshparmar888,Jese jodha akbar ayi thi thik vese hi na bhai.?,0,18/10/25 04:14,Negative
moWN5vMUah4,@renu_goswami28,Acha jab tmhre muglo pr movie bane to vo real.history h or hindu pr bne to tod mod kr bna rahe h waah😂,0,18/10/25 04:09,Negative
moWN5vMUah4,@naziyaparveen9,Desh ko develope karna ❎ mandir dhundhna ✅,4,18/10/25 04:07,Negative
moWN5vMUah4,@hiteshmandhan13,Tere baap dada itihaas ki maar k gaye hai....abi usko sahi karne ka tym aya hai,0,18/10/25 03:53,Negative
moWN5vMUah4,@PrabhakarKumar-bz9gx,Kya topiwala hi katua hai,0,18/10/25 03:37,Negative
moWN5vMUah4,@Malhar2014,Mirchi lagi,0,18/10/25 03:34,Neutral
moWN5vMUah4,@studioena,Gar fat gaya😂,0,18/10/25 03:15,Unknown
moWN5vMUah4,@pareshkadu5775,Fir abhi halala pe bhi movie nikalni chahity,0,18/10/25 03:02,Negative
moWN5vMUah4,@PRAKASHTURI-nh9gl,Jo Sach Hai vahi dikha raha hai film mein Jay Shri Ram 🚩🚩🚩🚩💪💪💪,0,18/10/25 02:19,Negative
moWN5vMUah4,@madhavilad2956,Bhai first tell me that are you a Hindu or Muslim,0,18/10/25 02:17,Negative
moWN5vMUah4,@hamkafirkafir8625,तो निचे वाले कमरे खुलवा दो 🤣🤣🤣तो अब समझ आया तुमको फ़िल्म इतिहास नहीं होती 🤣🤣🤣,0,18/10/25 02:04,Negative
moWN5vMUah4,@nareshkashyap5872,Chup mc,0,18/10/25 01:25,Negative
moWN5vMUah4,@HIT-z4m,Abdul KO pta he agar unki history pe movie Bani to nange hojayenge 🤣😂,0,17/10/25 23:41,Negative
moWN5vMUah4,@AmanKashyap-d9c,Abdul  ko gussa aa gaya,0,17/10/25 22:47,Negative
moWN5vMUah4,@mrchandu7819,Sahi.  Postar h 😂,0,17/10/25 21:17,Unknown
