video_id,author,text,likeCount,publishedAt,sentiment
3K70wP2VqL4,@Anjaan311,"Chalo ab kam se kam ye stupid dialogue to aage nahi spread hoga ki
Har kamyab admi k peeche ek aurat ka haath hota hai 😂😊😊",2,18/01/25 03:47,Unknown
3K70wP2VqL4,@truth_is_what_i_like,12:26 these are the people who are exploiting our rules so sad too see like this posts 😔,2,17/01/25 09:46,Negative
3K70wP2VqL4,@Wisdom.Lifestyle.Travel,chahal is jat..very simple and village type...Verma is a party type girl with different caste...she wants to dominate the relationship...but Chahal is not liking that,2,17/01/25 01:28,Negative
3K70wP2VqL4,@999NRG,"@10:40 this troll 🐷 Priyanka Banjaree, hope she never gets married.",1,15/01/25 21:29,Negative
3K70wP2VqL4,@tanyamuhal1441,"Yes Bhai , positive mind positive vibe smile please 😊",1,13/01/25 05:02,Positive
3K70wP2VqL4,@mithileshthakur9959,Gold 🪙 दिगकर 😂,2,12/01/25 22:04,Neutral
3K70wP2VqL4,@PSMCREATION,Cricketers are soft target for these girls use and got famous then devorce,2,12/01/25 15:49,Negative
3K70wP2VqL4,@BaidyNath-em5lc,Lol bjp ka dadal 😂😂,0,12/01/25 14:40,Negative
3K70wP2VqL4,@pranayakumarnayak9646,Aaj kal ke player ka haal ek jaisa hogaya😢,0,12/01/25 12:20,Negative
3K70wP2VqL4,@sukhmeetsingh4852,Oh bhai pic chnge krle dhanshree ki nhi hai woh 😂😂😂😂😂,0,12/01/25 10:32,Negative
3K70wP2VqL4,@mhprotic,"too much talking, just get in to the real shit and make the video shorter",0,12/01/25 08:11,Negative
3K70wP2VqL4,@brilstro7621,"Narcists don't make a good wife...

Signs of Narcist....she is attention seeking.",2,11/01/25 12:56,Negative
3K70wP2VqL4,@sumeet49,Unfollow Dhanashree now on all social media platforms - need to reduce her popularity,5,11/01/25 11:28,Negative
3K70wP2VqL4,@aajsepadhunga,wanna be intellectual final boss😍☝🏻,0,11/01/25 10:04,Unknown
3K70wP2VqL4,@aliaparkar6205,She's nothing but a bitch dhanda bana diya h isse janta he kaun tha because of chahal log isse jante h.,2,11/01/25 09:36,Negative
3K70wP2VqL4,@SanketJadhav-z6z,My look out of marriage is ladaka aur ladkiko shadhi ke bad koi bhi friend nahi rakhana chaiye,0,11/01/25 08:39,Neutral
3K70wP2VqL4,@abhijeetsinghkshatriya3552,Marriage business 😢 mens suffering 50% property enjoy,1,11/01/25 08:38,Negative
3K70wP2VqL4,@YOUTUBEMEE4,Tonny kakkar se hai ab didi ka lag rha hai,0,11/01/25 08:08,Neutral
3K70wP2VqL4,@MasterRoshi7,2:17 correction hai khade ho gaye nhi khada ho gaya,0,11/01/25 06:48,Neutral
3K70wP2VqL4,@sharmilabanerjee8286,youtube plz suggest some productive video😂 mujhe ghanta fark pdhta hai bdelog ke chochle,0,11/01/25 04:25,Negative
3K70wP2VqL4,@jayd131,कितना वेला है तू बे,0,11/01/25 00:35,Negative
3K70wP2VqL4,@jayd131,Tu sach me dhurt insan hai,0,11/01/25 00:31,Negative
3K70wP2VqL4,@Ben12433,Dhanshree gold digger h,1,10/01/25 19:00,Negative
3K70wP2VqL4,@ravindranautiyal5130,Chahal bhai k sath bura hua,0,10/01/25 16:46,Negative
3K70wP2VqL4,@Notreal3656,Mujhe to hasi aagai😂 nanga nach dekh ker shadi karoge to nanga to hona padega😂,0,10/01/25 15:18,Negative
3K70wP2VqL4,@Reoness18,"Thank you, sabka character certificate Dene k liye, 
Apna v dekh lo, aap jaise log marte kyu ni hai jldi",0,10/01/25 14:16,Negative
3K70wP2VqL4,@Millions0fDreams,Katai moholle ki aunty ho rhe haw😂😂😂,0,10/01/25 12:58,Negative
3K70wP2VqL4,@Animes-e4j,Gold digger ha 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1,10/01/25 12:51,Negative
3K70wP2VqL4,@heathledger9262,Hardik pandya mohammad shami shikhar dhawan and now Yazuvendra chahal that's all guys don't marry anyone,0,10/01/25 11:34,Negative
3K70wP2VqL4,@ManofSteel1401,Aap bohut gyaan pelte ho😢,0,10/01/25 10:32,Negative
3K70wP2VqL4,@vikath-h6s,2:17😂😂,0,10/01/25 10:03,Positive
3K70wP2VqL4,@soumyadeepbiswas7575,Bkl chotu tu mat bola kar..,0,10/01/25 09:11,Negative
3K70wP2VqL4,@AbhishekSharma-nj9be,I swear since I saw her dance videos so comfortably with others .. I already had a vibe of gold digger & who always loves attention..,1,10/01/25 08:56,Negative
3K70wP2VqL4,@GoutamGaneshmandal,🤔,0,10/01/25 08:44,Neutral
3K70wP2VqL4,@pankuj8771,There is no comparison..she is pretty and he well..hmm,0,10/01/25 08:39,Neutral
3K70wP2VqL4,@pankuj8771,Naam mein hi dhan chhupa hai,0,10/01/25 08:34,Neutral
3K70wP2VqL4,@manishtripathi7050,चहल का जरूरत से ज्यादा पतला होना कारण है 😂😂,1,10/01/25 08:31,Negative
3K70wP2VqL4,@ibeintense,"""It's his fault for dating an IG dancer!""",3,10/01/25 08:04,Negative
3K70wP2VqL4,@Doodlfoodle,She is not gold digger she is r***,0,10/01/25 07:59,Negative
3K70wP2VqL4,@iqbal1098,Bina job and retirement k pension chalu ho jayegi kuch dino mein😂😂😂,3,10/01/25 07:34,Negative
3K70wP2VqL4,@arungaming2375,"Gold Digger Toh Hai Hi Esme No Doubt, Marriage Ke Baad Fame Mil Gaya Ab Divorce Ke Baad Money Mil Jaiga.
#GoldDigger",1,10/01/25 07:12,Negative
3K70wP2VqL4,@thenlaynubu3716,@ Peepoye khud pe ke bakchodi kar raha hy just just wastage of time guys  .... khichdi paka Raha hy 😅😅😅😅 vthout knowing anything 😂😂😂,0,10/01/25 06:51,Negative
3K70wP2VqL4,@soumyaroy1998,Bro tum keha keychati ho? Kohi sense nhi hai video ka,0,10/01/25 06:35,Neutral
3K70wP2VqL4,@chong8076,In the middle of serious story funny advertisement😂,0,10/01/25 06:18,Positive
3K70wP2VqL4,@chong8076,In the middle of serious story funny advertisement😂,0,10/01/25 06:18,Positive
3K70wP2VqL4,@supertechno990,Duniya ki baate krke khud thumbnail mai bada sa gold digger likhta hai,0,10/01/25 05:50,Negative
3K70wP2VqL4,@supersethji4645,Bkl thumbnail change kiya or nagative cmnts v delete kar diya...ye log jo dusro pe gyan pelte hain..khud ki na to galti accept krne ka dam rkhte hain na hi apne khilaf kuchh sun pate hain..bloody hypocrite🤬🤬🤬,1,10/01/25 05:44,Negative
3K70wP2VqL4,@bigdreamer100billion,Bro she is clearly a gold digger,0,10/01/25 05:20,Negative
3K70wP2VqL4,@andrewperkins9346,"Honestly, I will not blame the girl. It is the guy’s fault. When you are marrying a woman who exposes her body all over the social media, what else do you expect?",0,10/01/25 03:54,Negative
3K70wP2VqL4,@Ritzy4U,Whats really behind? La jawab dundhte dunghte video khatm ho gya,0,10/01/25 03:54,Negative
3K70wP2VqL4,@Ritzy4U,Bhai sirf gyan?,0,10/01/25 03:53,Neutral
3K70wP2VqL4,@abhaysrivastava8453,"Kabhi kisi ne socha hai ki aisi news kabhi Dhoni, Virat, Sachin, Dravid , Ganguly , Laxman jaise legends ke sath nahi aati...
The main reason is discipline and dedication.",5,10/01/25 03:40,Negative
3K70wP2VqL4,@SpeedyThirty3,"Dhanashree independent hai , earner hain , naa inka koi bacha hai to agar wo golddigger nahi hai to alimony nahi maangni chaiye 😂",2,10/01/25 03:37,Neutral
3K70wP2VqL4,@shubham6596,this whole video was about defending dhanashree only disappointed from you yuzi bhai ka daant kharab hai toh usko lekrr brand promote krr rha and yuzi bhai ka carrier aacha nahi chl rha usko lekrr cource promote krr rha just disappointed peepoye bro,2,10/01/25 03:35,Negative
3K70wP2VqL4,@akashsharat,That's y marry a simple girl.,0,10/01/25 02:33,Negative
3K70wP2VqL4,@entertainer688,Aaj kaaal ke marriage.....only name and fame ...and mostly are gold digger 😅😅😅😅😅 then in name of divorce take alimony 😢😢😢😢😢😢😢,4,10/01/25 01:19,Negative
3K70wP2VqL4,@vikassharma-zy9bv,"Giving crore alimony to wife:❌❌
Give 5 lakh to gangster:✅✅",18,09/01/25 23:33,Negative
3K70wP2VqL4,@saiyash1712,"thank you sir for this video  , people are crossing the line in comment section of dhanasree .Issue will be between both of them whom are we to jugde them .they are mature  persons .They will slove it.Hope i pray to god that there problem sloves .They come together as a happy couple .Because  a key is always small  in comparison to the lock .like this Problem might be complex but solution is easy.So guys Behave .",1,09/01/25 21:55,Neutral
3K70wP2VqL4,@varun650,Is video se pehle I am your big fan but now you are wrong.,0,09/01/25 21:45,Negative
3K70wP2VqL4,@anindyaganguly5243,LOL 😂.  Dhanashree did a lot of stuff and we have all witnessed. Nahi fark nahi hai Dhanashree and Nikita type ki ladki mein. She was not a 5 year old kid and wasn't forced to marry Chahal. Dhanashree is a selfish woman. Worst of a kind.,2,09/01/25 20:51,Negative
3K70wP2VqL4,@amsaksham,"Ye log divorce leke aage move on kar jayenge aur hum aavaj uthaate rahenge 😂
Isse accha hum apne kaam pe focus kare to shi h rather than trolling both of them! 😅",0,09/01/25 19:57,Unknown
3K70wP2VqL4,@parthjoshi688,Atul subhash ko sab bhul gye 😢 justice is due 😢,39,09/01/25 19:08,Negative
3K70wP2VqL4,@mdadeel9325,"Demand gender neutral law and man commission against vote from politicians, doesn’t matter which party u vote.",0,09/01/25 19:07,Negative
3K70wP2VqL4,@papaichatterjee3438,Aaj kaal to yahi trend me chaal rha hai aur hamare jitne bhi pyare cricketer hai ye jitni gold digger ladkiya hai shaddi kar rhi hai 3 se 4 ke baad divorce le rhi hai chand paise ke liye kiya hogya sab ko kiya hogyi sab ki  mentality ko fam pane ke liye jitni bhi ladkiya kisi ke bhi  feelings ko lekar khel sakti hai aur balidan de sakti hai so sad 😞 Chahal sir ke bura hua🙏,0,09/01/25 19:03,Negative
3K70wP2VqL4,@creativecommons.,Compatibility match nhi krti,0,09/01/25 18:54,Negative
3K70wP2VqL4,@GamingParadise630,"Ye kaun bolra hai yuzi k looks ache ni hai...,.muje to dhanashree k looks kuch khas ni lagti",0,09/01/25 18:37,Neutral
3K70wP2VqL4,@Shefalifitgirl909,"I am minimising the youtube while watching your video, but it's not getting stopped how come?",0,09/01/25 18:13,Negative
3K70wP2VqL4,@yecto1332,Not all by most of indian women has become something else.,0,09/01/25 18:08,Negative
3K70wP2VqL4,@lovestories621,Bhai ka come back hone wala hai,0,09/01/25 17:22,Neutral
3K70wP2VqL4,@DjChandanOstapur,Dhanshri Is A Gold Digger 😮,1,09/01/25 16:25,Negative
3K70wP2VqL4,@indian_trader_investor,Ek video mein kitne saare promotions,0,09/01/25 15:43,Neutral
3K70wP2VqL4,@dibyanjannayak_9666,"That's why i always say ""Mentality over Looks"" 😌",5,09/01/25 15:21,Unknown
3K70wP2VqL4,@demondestructionyt777,Ab yuzi ka comback karao team mein ab wo jaroor performance acchi dega after so much anger and frustration like Mohammed shami,0,09/01/25 14:55,Negative
3K70wP2VqL4,@AbhishekRanaYT,He deleted a ton of comments here 😂😂😂 can’t take criticism,3,09/01/25 14:03,Negative
3K70wP2VqL4,@vipulghai10,I feel lucky till now in Marriage of 13  years since 2012 .... ❤,0,09/01/25 13:38,Positive
3K70wP2VqL4,@07dhiraj,Unfollowed her on IG !!  ..cz I only like cricket 🎉😊,0,09/01/25 13:20,Negative
3K70wP2VqL4,@TirelesSSouL27,"Dhanshree ko sabhi blame krr rhe hain ......
Ho sktaa hai yuzi kaa uske shareer ki tarah sabkuch ""PATLAAA"" ho??🤔🤔😃😆😃😆",0,09/01/25 13:18,Unknown
3K70wP2VqL4,@kallolmodak1928,"Sir can you please cover this also 
https://youtu.be/v-cVOErGf5A?si=d0-08SOyWkV1-TNt
Similar case as Atul Shubhash",0,09/01/25 13:17,Neutral
3K70wP2VqL4,@revolution482,"All women are gold digger, selfish, mean",0,09/01/25 12:43,Negative
3K70wP2VqL4,@akhilkumar6405,"इसीलिए लड़कियों को घरों में बंद रखा जाता था ,,,,, अपनी लड़कियों को मत पढ़ाओ लिखाओ, लेकिन अच्छा इंसान जरूर बनाओ ।।।।।
  दुबारा बंद करना पड़ेगा ।।। मर्द समाज जिंदाबाद",1,09/01/25 12:03,Negative
3K70wP2VqL4,@prrashantmehta583,"There is nothing wrong in it if people are trolling her or calling gold digger. Hume bhi to kaha jaata hai ki har mard kutta hota hai, havas ka pujari hota hai, R*pist hota hai. Jab ki aisa nahi hai. Lekin kya ladkiyaan aisa bolna bandh karti hai nahi.

So, basically people are trolling just because of current trend. And if she is not, then she should take divorce without Alimony and urge all women to not to take Alimony unless it is essential. People will respect women, simple.",12,09/01/25 11:41,Negative
3K70wP2VqL4,@PiyushSinghSingh-x9z,Ju,0,09/01/25 11:26,Neutral
3K70wP2VqL4,@jiyaparashar6106,Thumbnail change kar diye... Acha laga thanks peepye😊,1,09/01/25 11:24,Unknown
3K70wP2VqL4,@cricsand,Or tu In dono k sine pr chadh kar views बटोर रहा है. तुझे क्या बोलेंगे व्यूजडीगर,0,09/01/25 11:14,Negative
3K70wP2VqL4,@Sphinx007,"If he drinks alcohol and destroys his life after a divorce or breakup , bro , she did the right thing.",0,09/01/25 10:55,Negative
3K70wP2VqL4,@NRW85,Brother Pratik Utekar was liking every comment on his channel that was insulting Yuzi ! He was called out by youtubers too !! May be he did it for attenttion so hate with his justified..,0,09/01/25 10:41,Negative
3K70wP2VqL4,@apexgaming8327,I am feeling sad for Cahal😢😢😢,3,09/01/25 10:37,Negative
3K70wP2VqL4,@pinakidey3044,Chuuuu,0,09/01/25 10:35,Positive
3K70wP2VqL4,@AadilSingh-y1b,she is gold digger,0,09/01/25 10:32,Negative
3K70wP2VqL4,@ajaychaliya7263,Analysis is biased and indirectly blaming someone clearly. Immature,0,09/01/25 10:25,Negative
3K70wP2VqL4,@kklizkook23,Paisa se pyaar hai aaj kal 😂,0,09/01/25 10:02,Unknown
3K70wP2VqL4,@Spartan7031-r8r,A cheap Chinese product has longer life than relationship now-a-days.,5,09/01/25 09:52,Negative
3K70wP2VqL4,@Parsotam-c3g,"Tali dono hathon se bajti hai to r ape case me ladki ko 50% dosh kyon nahi dete ho 😂😂😂
Waha sirf ladka galat lagta hai tujhe",0,09/01/25 09:20,Negative
3K70wP2VqL4,@RoyalPupun,Tu uska patee he kya sale,0,09/01/25 09:18,Neutral
3K70wP2VqL4,@satishthakur5344,"She is gold digger no doubt in that, she was never respectful towards chahal,..no one knows dhanashree before marrying chahal...",0,09/01/25 08:48,Negative
3K70wP2VqL4,@Nue195,If beautiful girl loves you then she is not loving you but rather she is loving something that she doesn’t have but you have that too specifically you know that your facial and physical appearance doesn’t matches her,0,09/01/25 08:45,Negative
3K70wP2VqL4,@Rohit_0101,abe gold digger hai rumors wahin hote hai jahan kuch hota hai,0,09/01/25 08:36,Negative
3K70wP2VqL4,@indestroyer512,Bhai aap bekauf opinion dete dete kaha personal life me jaa rahe ho??,0,09/01/25 08:28,Neutral
3K70wP2VqL4,@sakshibajpey8502,Disgusting,0,09/01/25 08:01,Negative
3K70wP2VqL4,@shubhammeone,Sale tuje mariyada dikh rahi hai agle bande ke 60 cr nikal wale ne hai .,0,09/01/25 07:42,Negative
3K70wP2VqL4,@Deekshamandal14,Kya chahal ko nhi chahiye thi trophy wife ? kya usko dkhte hi usse pyr ho gya tha rubbish 😂bcz of chahal ko sunder wife chahiye thi to usne kiya shadi or dhanshree ko name fame n money to usne bhi kiya to in dono me ab Dhanashree ko only kyun blame kr rhe h sab ? kya chahal ko nhi pta tha if wo cricketer nhi hota to dhanshree jaise sunder ladki uski out of league thi ? sab pta tha sab janne ke bad bhi usne ye kiya to fir blame bas ek h upr hi kyun bhaee?,2,09/01/25 07:38,Negative
3K70wP2VqL4,@raajrachmel3351,Agar chahal aur dhaanshree ka divorce hota hai....isme sabse bada ek role instagram social media ka b hoga...bewajah kisi ke sath dhanshree ka naam jodte rhte the,0,09/01/25 07:08,Neutral
3K70wP2VqL4,@shivakaushik3110,Gold diggers are offended in the comment section 😂,0,09/01/25 07:05,Negative
3K70wP2VqL4,@yash_4209,"1.Marry a rich man
2.Cheat on with even richer man
3.Divorce him, get crores of alimony as reward
4.Marry another rich man 

Indian girls business model",293,09/01/25 07:02,Negative
3K70wP2VqL4,@TopG911-j9w,Chahal ka ve comeback hoga,0,09/01/25 07:01,Neutral
3K70wP2VqL4,@warrior_singh111,Kaun janta tha Dhanushree ko? Chahal ke pehele😐😐😐😐,32,09/01/25 06:59,Negative
3K70wP2VqL4,@OGSouravJoshi,"bro, i think everyone jumps too fast on the conclusion on social media! It's great to someone like you who instead of a popular narrative focuses on opening up new perspectives. thanks bhai",13,09/01/25 06:43,Positive
3K70wP2VqL4,@crackgkngs,Chahal se engagement se pahle 300k followers the Uske bad 1M ho gye,0,09/01/25 06:33,Positive
3K70wP2VqL4,@Ankuleieoee924,"Sir you earned respect by not speaking against malhan family🐼, but you need to speak about the people who are speaking against malhan family please🙏",4,09/01/25 06:19,Positive
3K70wP2VqL4,@manzoorulhaque8550,bhai.....tooth aligners bohot expensive hai....,0,09/01/25 06:07,Negative
3K70wP2VqL4,@yuvrajchauhan3922,Teeths me gaps h but paise mahi...😢,0,09/01/25 05:47,Negative
3K70wP2VqL4,@amitdiamonds,Yuvraj singh is next lol,1,09/01/25 05:45,Negative
3K70wP2VqL4,@SumitRanaXYZ,Aniruddha acharya ne shi bola tha auraton ke grade ke baare me ✅,2,09/01/25 05:34,Negative
3K70wP2VqL4,@vijju8353,Gold dogger or not that doesn't change the fact another man's life destroyed becoz of woman,0,09/01/25 05:31,Negative
3K70wP2VqL4,@Innep-r1q,Aisha Nachaya Ki Dono Ki Saadi Hogai 😂,1,09/01/25 05:30,Unknown
3K70wP2VqL4,@ankitsaxenaversionunknown,"Akash Bhai, aapne aisa video bana diya jisse lag raha kisi ki koi galti nahi hai.",0,09/01/25 05:22,Negative
3K70wP2VqL4,@JagdeepSingh-cf9fl,We indian need to forgot r personal problems to get justice to  get together for humanity for men fir yuzi an need to cancel Dhunushree just don't watch her content unfollow from all plateforms,0,09/01/25 05:20,Negative
3K70wP2VqL4,@semiberozgari,"AS IF😂😂😂😂 CHAHAL WAS NOT AWARE ,,,, CHAHAL NE NHI DEKHA USKI KHOOBSURATI?",0,09/01/25 05:19,Negative
3K70wP2VqL4,@AnilYadav-fg9re,Or vo khada ho gaya 😂😂😂😂😂😂😂😂,0,09/01/25 05:12,Positive
3K70wP2VqL4,@pinkuchoudhury27,"Don't want to defame anyone , but Dhanashree got more benefit from this marriage and continue to get more.",7,09/01/25 05:10,Negative
3K70wP2VqL4,@P.diabolus5261,Dhusman mile hazar.  Par biwi na mile chhinar,1,09/01/25 05:06,Negative
3K70wP2VqL4,@creatinemonohydrate100,Indian girl most are goid-digger in world,0,09/01/25 05:05,Negative
3K70wP2VqL4,@crimemastergogo5857,आरंडी का तेल,0,09/01/25 05:02,Neutral
3K70wP2VqL4,@gamesam3316,Never marry such a girl,0,09/01/25 05:00,Negative
3K70wP2VqL4,@cult_personality,"Marring a cricketer is a once in a lifetime opportunity not just money wise but cricketers/ sportsmen are mostly common people by heart. They tend to be more loyal and family oriented person. Compared to  them media celebrities are involved in lots of shyt , affairs, addictions, money instability etc. she is dumb bytch if she is dumping him for other person.",0,09/01/25 04:58,Negative
3K70wP2VqL4,@manassingh3764,Yuvi bhai😢❤,0,09/01/25 04:54,Negative
3K70wP2VqL4,@hossannasamson7883,Gold digger hoti hai saari Auratein,0,09/01/25 04:53,Negative
3K70wP2VqL4,@diwakarsaraswat5374,❤,0,09/01/25 04:51,Positive
3K70wP2VqL4,@thelifeofsanjiv,"Ek ciz toh chahal ko bhi samjhna chaiye tha , 
Chahal k paas fame aur paisa tha except that 
Chahal kesa dikhta khud chahal ko bhi pata he ... Toh Jodi hamesha apni barabar ka rakhna chaiye",0,09/01/25 04:48,Negative
3K70wP2VqL4,@manmohanchaudhary5910,Bhai need a video on recent action done by police on student doing protest,0,09/01/25 04:42,Negative
3K70wP2VqL4,@JeetendraBohara,Sbse pehle to hum Indians ko seekhna chaiye ki dusre mei phate mei taang na adaye...shadi unhone ki..kharcha unhone kia..life ek dusre ke sath Jere hein to public kaun hoti hai bolne k liye...body shaming krne wala khud kala kalita hoga koi..aur bas troll krne k liye galat galat bol dia,0,09/01/25 04:38,Negative
3K70wP2VqL4,@Pweian,Pro.otion karne ka tareka thoda casul hai pphale story,0,09/01/25 04:37,Negative
3K70wP2VqL4,@travelbychance101,Dhanashree ye kon h?....,1,09/01/25 04:36,Neutral
3K70wP2VqL4,@CakesAndmore-j9y,"As virat said once, people in India loves to blame women. I'm neither of their side, but seriously if youll look at her comment section it is full of derogatory words which is not logical. And if you're saying that she married him for money and fame then we can say yuzi also married her for beauty, they didn't released any statements, you don't know what's the reason if its infedality, incompatibility or anything from any of the partner, no one should have audacity to write words like R in her comment section",4,09/01/25 04:30,Negative
3K70wP2VqL4,@Samrajbhar899,Dhanashree itni bhi mast nhi thi usko kuch jyada hi bhav de diya fans ne,0,09/01/25 04:28,Negative
3K70wP2VqL4,@KNOWLEDGEHUB505,Jo likhate h yuzi ko ki bandar k hanth me langar mil Gaya o log sab sale 10k kamane k lia loha pitte h ya fir randio jaisa dance karte h social media me .,0,09/01/25 04:21,Negative
3K70wP2VqL4,@Dsrgroup555,Bechara chahal,0,09/01/25 04:18,Neutral
3K70wP2VqL4,@sanb2023,2:18 what nonsense 😂😂😂😂😂,2,09/01/25 04:18,Negative
3K70wP2VqL4,@ganeshpradhan5308,"Bhai 
Alimony of 61 cr raised ?
Isko kya Bolen",0,09/01/25 04:15,Negative
3K70wP2VqL4,@kamaljeetkaur8441,Isme yuzi ki galti hai itni jaldi shaadi krlii..bina tym diye..aur fct hi ki wo yuzi se acchi dikhti hai bss usko name fame money yuzi se chahiye thaa wo yuzi ke paas tha..,0,09/01/25 04:01,Negative
3K70wP2VqL4,@Sarthaksharmauppal,"Sir, I don't know who is right but I think that if she is a dancer, she should collaboratw them due to her passion. I know there is this misunderstanding in both of them. And yes, those people who are trolling, are those people first trolled him for  his beautiful wife.
I totally agree with you ..
I am just a fan of Yuzi's cricket ... I have no right to comment on his personal life😂",2,09/01/25 04:00,Neutral
3K70wP2VqL4,@rahulsinghmuktawat67,Aj kl instagram pr divorce phle hota h court me baadm 😂😂😂😊,0,09/01/25 03:59,Unknown
3K70wP2VqL4,@kamaljeetkaur8441,Alimny band honi chhiye..uske baad aisi shaadiyn kam ho jaayengi,0,09/01/25 03:57,Negative
3K70wP2VqL4,@arijitbhattacharjee5908,Dhanashree is a gold digger,0,09/01/25 03:50,Negative
3K70wP2VqL4,@gauravbahuguna516,"Sorry to say but i am watching your videos for 3 years may be more than that  and i used to admire you a lot i liked your opinion your sense and your views towards the issues although it gave me a new vision to see the world peoples around me but i am observing your previous videos have lost the touch of yours you dont seems the same person i used to know and admire and top of that i didn't see your views on those topics what you think about these topics  ..
May be i am just imagining these things as i follows you and wait for your opinion and videos so i like to share my views thats all ..
Thank you for guiding youth ❤",2,09/01/25 03:50,Negative
3K70wP2VqL4,@OR161NYT,Don't marry anyone based on just looks,4,09/01/25 03:47,Negative
3K70wP2VqL4,@simorob2992,All is about alimony brother....man are used for only alimony...mf justice system for man,0,09/01/25 03:41,Negative
3K70wP2VqL4,@simorob2992,100% gold digger Dhanushree....,0,09/01/25 03:39,Negative
3K70wP2VqL4,@mr.nobodyyy1994,Gold digging opportunistic women only married yuzi for fame,0,09/01/25 03:34,Negative
